Año Censal,Entidad,Municipio,Actividad Económica,A131A Valor agregado censal bruto (millones de pesos),H001D Horas trabajadas por Personal ocupado total (miles de Horas),Q000A Acervo total de activos fijos (millones de pesos)
2014,15 México,024 Cuautitlán,54 Servicios profesionales científicos y técnicos,14.984,477.202,6.047
2014,15 México,024 Cuautitlán,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,3371.584,6586.25,25161.443
2014,15 México,024 Cuautitlán,61 Servicios educativos,110.202,4217.292,27.896
2014,15 México,024 Cuautitlán,62 Servicios de salud y de asistencia social,39.353,1779.356,42.919
2014,15 México,024 Cuautitlán,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,14.027,203.56,40.14
2014,15 México,024 Cuautitlán,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,105.988,3284.176,68.421
2014,15 México,024 Cuautitlán,81 Otros servicios excepto actividades gubernamentales,79.963,2875.394,107.26
2014,15 México,025 Chalco,22 Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final,45.267,699,14.585
2014,15 México,025 Chalco,23 Construcción,20.047,435.4,16.314
2014,15 México,025 Chalco,31 - 33 industrias manufactureras,809.375,13722.79,1131.99
2014,15 México,025 Chalco,43 Comercio al por mayor,515.077,4739.502,97.107
2014,15 México,025 Chalco,46 Comercio al por menor,1148.35,36140.858,938.696
2014,15 México,025 Chalco,48 - 49 transportes correos y almacenamiento,55.047,1386.064,386.043
2014,15 México,025 Chalco,51 Información en medios masivos,56.331,327.42,34.943
2014,15 México,025 Chalco,52 Servicios financieros y de seguros,73.623,719.208,5.193
2014,15 México,025 Chalco,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,283.442,1088.626,134.177
2014,15 México,025 Chalco,54 Servicios profesionales científicos y técnicos,21.119,935.974,14.876
2014,15 México,025 Chalco,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,20.041,1399.648,19.919
2014,15 México,025 Chalco,61 Servicios educativos,138.209,3562.188,61.227
2014,15 México,025 Chalco,62 Servicios de salud y de asistencia social,44.717,2257.988,66.566
2014,15 México,025 Chalco,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,13.264,746.15,23.668
2014,15 México,025 Chalco,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,140.529,6119.506,114.915
2014,15 México,025 Chalco,81 Otros servicios excepto actividades gubernamentales,106.226,5408.62,119.036
2014,15 México,026 Chapa de Mota,31 - 33 industrias manufactureras,21.776,777.576,3.449
2014,15 México,026 Chapa de Mota,43 Comercio al por mayor,0.154,30.144,3.244
2014,15 México,026 Chapa de Mota,46 Comercio al por menor,10.165,1250.196,22.519
2014,15 México,026 Chapa de Mota,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.102,11.28,0.33
2014,15 México,026 Chapa de Mota,54 Servicios profesionales científicos y técnicos,0.389,4.168,0.046
2014,15 México,026 Chapa de Mota,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.965,53.368,0.88
2014,15 México,026 Chapa de Mota,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1.085,98.564,2.288
2014,15 México,026 Chapa de Mota,81 Otros servicios excepto actividades gubernamentales,0.682,100.054,1.783
2014,15 México,027 Chapultepec,31 - 33 industrias manufactureras,2.655,122.832,1.496
2014,15 México,027 Chapultepec,43 Comercio al por mayor,22.511,114.52,0.939
2014,15 México,027 Chapultepec,46 Comercio al por menor,39.14,1296.87,12.083
2014,15 México,027 Chapultepec,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.248,5.256,0.179
2014,15 México,027 Chapultepec,54 Servicios profesionales científicos y técnicos,-0.967,37.736,0.768
2014,15 México,027 Chapultepec,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.229,28.032,0.53
2014,15 México,027 Chapultepec,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.242,4.8,0.295
2014,15 México,027 Chapultepec,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2.358,122.076,0.646
2014,15 México,027 Chapultepec,81 Otros servicios excepto actividades gubernamentales,1.596,135.348,2.381
2014,15 México,028 Chiautla,31 - 33 industrias manufactureras,27.933,1117.286,84.157
2014,15 México,028 Chiautla,43 Comercio al por mayor,5.083,117.268,6.114
2014,15 México,028 Chiautla,46 Comercio al por menor,44.851,1717.632,34.207
2014,15 México,028 Chiautla,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,3.643,16.176,5.304
2014,15 México,028 Chiautla,54 Servicios profesionales científicos y técnicos,0.597,40.368,4.212
2014,15 México,028 Chiautla,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.676,87.168,2.173
2014,15 México,028 Chiautla,61 Servicios educativos,18.212,1817.716,12.806
2014,15 México,028 Chiautla,62 Servicios de salud y de asistencia social,3.301,167.562,5.76
2014,15 México,028 Chiautla,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,1.153,14.828,3.984
2014,15 México,028 Chiautla,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,5.78,263.362,4.941
2014,15 México,028 Chiautla,81 Otros servicios excepto actividades gubernamentales,4.883,313.856,6.591
2014,15 México,029 Chicoloapan,23 Construcción,7.97,199.368,3.298
2014,15 México,029 Chicoloapan,31 - 33 industrias manufactureras,330.166,4446.488,261.611
2014,15 México,029 Chicoloapan,43 Comercio al por mayor,92.896,1167.678,671.713
2014,15 México,029 Chicoloapan,46 Comercio al por menor,423.693,13183.122,327.773
2014,15 México,029 Chicoloapan,51 Información en medios masivos,1.099,64.224,0.056
2014,15 México,029 Chicoloapan,52 Servicios financieros y de seguros,6.037,93.984,0.307
2014,15 México,029 Chicoloapan,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,19.175,424.774,33.595
2014,15 México,029 Chicoloapan,54 Servicios profesionales científicos y técnicos,4.463,219.904,1.727
2014,15 México,029 Chicoloapan,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,14.071,675.554,7.58
2014,15 México,029 Chicoloapan,61 Servicios educativos,12.854,502.018,22.578
2014,15 México,029 Chicoloapan,62 Servicios de salud y de asistencia social,17.331,1026.356,17.76
2014,15 México,029 Chicoloapan,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,3.472,197.304,6.793
2014,15 México,029 Chicoloapan,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,58.474,2379.518,27.007
2014,15 México,029 Chicoloapan,81 Otros servicios excepto actividades gubernamentales,50.301,2592.134,40.86
2014,15 México,030 Chiconcuac,31 - 33 industrias manufactureras,31.737,869.322,43.471
2014,15 México,030 Chiconcuac,43 Comercio al por mayor,32.542,654.656,21.476
2014,15 México,030 Chiconcuac,46 Comercio al por menor,134.868,4571.624,263.156
2014,15 México,030 Chiconcuac,51 Información en medios masivos,1.045,22.656,0.697
2014,15 México,030 Chiconcuac,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.933,36.048,2.937
2014,15 México,030 Chiconcuac,54 Servicios profesionales científicos y técnicos,0.709,56.068,4.185
2014,15 México,030 Chiconcuac,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.394,100.482,5.457
2014,15 México,030 Chiconcuac,61 Servicios educativos,0.787,34.124,0.207
2014,15 México,030 Chiconcuac,62 Servicios de salud y de asistencia social,2.18,106.646,2.447
2014,15 México,030 Chiconcuac,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.134,16.252,5.82
2014,15 México,030 Chiconcuac,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,5.984,400.05,15.709
2014,15 México,030 Chiconcuac,81 Otros servicios excepto actividades gubernamentales,11.507,539.416,30.023
2014,15 México,031 Chimalhuacán,23 Construcción,18.378,528.298,7.449
2014,15 México,031 Chimalhuacán,31 - 33 industrias manufactureras,422.467,11866.98,289.706
2014,15 México,031 Chimalhuacán,43 Comercio al por mayor,112.498,2373.398,95.516
2014,15 México,031 Chimalhuacán,46 Comercio al por menor,1204.729,57008.444,1196.153
2014,15 México,031 Chimalhuacán,48 - 49 transportes correos y almacenamiento,27.223,917.632,455.318
2014,15 México,031 Chimalhuacán,51 Información en medios masivos,85.671,438.456,35.627
2014,15 México,031 Chimalhuacán,52 Servicios financieros y de seguros,18.792,320.712,3.33
2014,15 México,031 Chimalhuacán,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,23.012,1088.124,65.93
2014,15 México,031 Chimalhuacán,54 Servicios profesionales científicos y técnicos,15.257,749.996,8.648
2014,15 México,031 Chimalhuacán,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,23.745,2155.354,41.133
2014,15 México,031 Chimalhuacán,61 Servicios educativos,59.806,2139.184,108.614
2014,15 México,031 Chimalhuacán,62 Servicios de salud y de asistencia social,27.308,2346.354,48.035
2014,15 México,031 Chimalhuacán,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,16.277,1172.014,49.579
2014,15 México,031 Chimalhuacán,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,143.284,7444.026,115.837
2014,15 México,031 Chimalhuacán,81 Otros servicios excepto actividades gubernamentales,128.973,8426.652,145.369
2014,15 México,032 Donato Guerra,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),2.295,0,9.996
2014,15 México,032 Donato Guerra,31 - 33 industrias manufactureras,2.38,84.616,1.707
2014,15 México,032 Donato Guerra,46 Comercio al por menor,6.443,821.526,3.973
2014,15 México,032 Donato Guerra,54 Servicios profesionales científicos y técnicos,0.234,23.328,0.094
2014,15 México,032 Donato Guerra,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.09,29.284,0.445
2014,15 México,032 Donato Guerra,62 Servicios de salud y de asistencia social,0.176,22.096,0.71
2014,15 México,032 Donato Guerra,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2.149,136.334,0.562
2014,15 México,032 Donato Guerra,81 Otros servicios excepto actividades gubernamentales,0.281,49.552,0.214
2014,15 México,033 Ecatepec de Morelos,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),1.387,19.92,0.166
2014,15 México,033 Ecatepec de Morelos,23 Construcción,55.816,1326.318,70.936
2014,15 México,033 Ecatepec de Morelos,31 - 33 industrias manufactureras,15479.182,123649.028,22345.168
2014,15 México,033 Ecatepec de Morelos,43 Comercio al por mayor,6236.489,33837.36,1262.754
2014,15 México,033 Ecatepec de Morelos,46 Comercio al por menor,6998.306,174481.408,5175.518
2014,15 México,033 Ecatepec de Morelos,48 - 49 transportes correos y almacenamiento,512.087,8667.736,1955.365
2014,15 México,033 Ecatepec de Morelos,51 Información en medios masivos,194.413,1289.334,73.342
2014,15 México,033 Ecatepec de Morelos,52 Servicios financieros y de seguros,117.127,1304.594,11.667
2014,15 México,033 Ecatepec de Morelos,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,169.896,4909.574,355.788
2014,15 México,033 Ecatepec de Morelos,54 Servicios profesionales científicos y técnicos,118.064,4118.094,83.632
2014,15 México,033 Ecatepec de Morelos,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,678.902,13626.212,123.662
2014,15 México,033 Ecatepec de Morelos,61 Servicios educativos,785.026,16777.646,740.931
2014,15 México,033 Ecatepec de Morelos,62 Servicios de salud y de asistencia social,265.528,12598.214,350.013
2014,15 México,033 Ecatepec de Morelos,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,144.106,5055.416,231.066
2014,15 México,033 Ecatepec de Morelos,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,924.672,34924.398,878.37
2014,15 México,033 Ecatepec de Morelos,81 Otros servicios excepto actividades gubernamentales,783.159,39111.71,1312.699
2014,15 México,034 Ecatzingo,21 Minería,0.142,19,0.218
2014,15 México,034 Ecatzingo,31 - 33 industrias manufactureras,2.631,136.222,1.581
2014,15 México,034 Ecatzingo,43 Comercio al por mayor,0.67,41.192,0.264
2014,15 México,034 Ecatzingo,46 Comercio al por menor,3.674,500.946,5.316
2014,15 México,034 Ecatzingo,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.195,9.576,0.385
2014,15 México,034 Ecatzingo,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.133,19.696,0.687
2014,15 México,034 Ecatzingo,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1.318,87.576,0.782
2014,15 México,034 Ecatzingo,81 Otros servicios excepto actividades gubernamentales,0.321,33.08,0.415
2014,15 México,035 Huehuetoca,31 - 33 industrias manufactureras,1134.638,10595.49,1822.833
2014,15 México,035 Huehuetoca,43 Comercio al por mayor,-72.72,708.28,2.803
2014,15 México,035 Huehuetoca,46 Comercio al por menor,148.246,10285.186,380.107
2014,15 México,035 Huehuetoca,48 - 49 transportes correos y almacenamiento,7.537,401.218,23.174
2014,15 México,035 Huehuetoca,51 Información en medios masivos,33.068,238.208,1.002
2014,15 México,035 Huehuetoca,52 Servicios financieros y de seguros,7.73,156.6,1.748
2014,15 México,035 Huehuetoca,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,12.765,105.946,13.785
2014,15 México,035 Huehuetoca,54 Servicios profesionales científicos y técnicos,2.791,117.34,2.073
2014,15 México,035 Huehuetoca,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,5.773,447.696,8.259
2014,15 México,035 Huehuetoca,61 Servicios educativos,16.198,443.764,7.519
2014,15 México,035 Huehuetoca,62 Servicios de salud y de asistencia social,11.25,446.604,23.457
2014,15 México,035 Huehuetoca,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,2.389,145.516,4.804
2014,15 México,035 Huehuetoca,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,34.452,1520.196,39.195
2014,15 México,035 Huehuetoca,81 Otros servicios excepto actividades gubernamentales,16.927,1169.5,23.807
2014,15 México,036 Hueypoxtla,31 - 33 industrias manufactureras,18.88,1047.006,14.241
2014,15 México,036 Hueypoxtla,43 Comercio al por mayor,2.559,116.344,1.156
2014,15 México,036 Hueypoxtla,46 Comercio al por menor,46.317,2991.554,40.393
2014,15 México,036 Hueypoxtla,51 Información en medios masivos,0.205,34.248,0.06
2014,15 México,036 Hueypoxtla,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.201,62.792,2.524
2014,15 México,036 Hueypoxtla,54 Servicios profesionales científicos y técnicos,0.274,30.68,0.277
2014,15 México,036 Hueypoxtla,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.569,124.434,1.92
2014,15 México,036 Hueypoxtla,61 Servicios educativos,0.213,16.936,0.278
2014,15 México,036 Hueypoxtla,62 Servicios de salud y de asistencia social,1.897,183.154,5.117
2014,15 México,036 Hueypoxtla,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,5.243,126.612,2.241
2014,15 México,036 Hueypoxtla,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,4.873,301.532,5.467
2014,15 México,036 Hueypoxtla,81 Otros servicios excepto actividades gubernamentales,6.756,511.784,5.633
2014,15 México,037 Huixquilucan,23 Construcción,71.777,899.56,77.003
2014,15 México,037 Huixquilucan,31 - 33 industrias manufactureras,245.415,4991.278,660.062
2014,15 México,037 Huixquilucan,43 Comercio al por mayor,1502.197,3964.16,153.587
2014,15 México,037 Huixquilucan,46 Comercio al por menor,1852.545,28039.872,1967.122
2014,15 México,037 Huixquilucan,48 - 49 transportes correos y almacenamiento,7.25,98.6,20.17
2014,15 México,037 Huixquilucan,51 Información en medios masivos,130.31,685.848,15.955
2014,15 México,037 Huixquilucan,52 Servicios financieros y de seguros,1919.018,3239.276,1610.447
2014,15 México,037 Huixquilucan,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,49.437,862.214,62.746
2014,15 México,037 Huixquilucan,54 Servicios profesionales científicos y técnicos,175.514,3145.37,42.637
2014,15 México,037 Huixquilucan,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,43.761,1520.056,11.553
2014,15 México,037 Huixquilucan,61 Servicios educativos,794.477,7359.046,75.74
2014,15 México,037 Huixquilucan,62 Servicios de salud y de asistencia social,120.565,4170.742,115.791
2014,15 México,037 Huixquilucan,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,206.731,4658.53,753.227
2014,15 México,037 Huixquilucan,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,233.756,4956.006,144.656
2014,15 México,037 Huixquilucan,81 Otros servicios excepto actividades gubernamentales,150.79,4819.536,97.452
2014,15 México,038 Isidro Fabela,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),0.279,16.8,6.778
2014,15 México,038 Isidro Fabela,31 - 33 industrias manufactureras,1.889,86.658,1.558
2014,15 México,038 Isidro Fabela,43 Comercio al por mayor,-0.936,99.252,12.38
2014,15 México,038 Isidro Fabela,46 Comercio al por menor,8.138,579.218,9.326
2014,15 México,038 Isidro Fabela,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.149,11.304,0.159
2014,15 México,038 Isidro Fabela,62 Servicios de salud y de asistencia social,0.289,12.736,0.49
2014,15 México,038 Isidro Fabela,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.134,18.48,0.148
2014,15 México,038 Isidro Fabela,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1.288,119.076,2.731
2014,15 México,038 Isidro Fabela,81 Otros servicios excepto actividades gubernamentales,0.72,82.69,1.023
2014,15 México,039 Ixtapaluca,21 Minería,16.214,651,32.943
2014,15 México,039 Ixtapaluca,22 Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final,1.298,161,16.707
2014,15 México,039 Ixtapaluca,23 Construcción,141.696,1593.056,38.593
2014,15 México,039 Ixtapaluca,31 - 33 industrias manufactureras,3475.84,18595.552,3118.551
2014,15 México,039 Ixtapaluca,43 Comercio al por mayor,517.332,4894.968,147.435
2014,15 México,039 Ixtapaluca,46 Comercio al por menor,1311.632,42279.062,994.452
2014,15 México,039 Ixtapaluca,48 - 49 transportes correos y almacenamiento,23.315,1319.824,155.933
2014,15 México,039 Ixtapaluca,51 Información en medios masivos,84.905,424.076,21.716
2014,15 México,039 Ixtapaluca,52 Servicios financieros y de seguros,141.337,1243.368,24.934
2014,15 México,039 Ixtapaluca,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,30.912,1064.926,55.576
2014,15 México,039 Ixtapaluca,54 Servicios profesionales científicos y técnicos,21.782,1017.078,10.56
2014,15 México,039 Ixtapaluca,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,19.989,1386.164,22.511
2014,15 México,039 Ixtapaluca,61 Servicios educativos,68.213,2757.792,93.488
2014,15 México,039 Ixtapaluca,62 Servicios de salud y de asistencia social,31.793,1923.922,46.515
2014,15 México,039 Ixtapaluca,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,14.321,1026.572,38.166
2014,15 México,039 Ixtapaluca,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,146.809,6543.638,122.177
2014,15 México,039 Ixtapaluca,81 Otros servicios excepto actividades gubernamentales,110.967,6427.776,190.371
2014,15 México,040 Ixtapan de la Sal,31 - 33 industrias manufactureras,23.087,711.796,34.693
2014,15 México,040 Ixtapan de la Sal,43 Comercio al por mayor,105.038,810.624,36.896
2014,15 México,040 Ixtapan de la Sal,46 Comercio al por menor,86.791,3752.208,124.472
2014,15 México,040 Ixtapan de la Sal,51 Información en medios masivos,35.098,110.608,15.921
2014,15 México,040 Ixtapan de la Sal,52 Servicios financieros y de seguros,4.984,108.144,0.499
2014,15 México,040 Ixtapan de la Sal,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.98,104.83,8.09
2014,15 México,040 Ixtapan de la Sal,54 Servicios profesionales científicos y técnicos,2.186,90.316,3.154
2014,15 México,040 Ixtapan de la Sal,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.238,94.712,6.88
2014,15 México,040 Ixtapan de la Sal,61 Servicios educativos,16.443,297.86,7.95
2014,15 México,040 Ixtapan de la Sal,62 Servicios de salud y de asistencia social,23.392,591.07,32.464
2014,15 México,040 Ixtapan de la Sal,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,36.844,854.636,31.698
2014,15 México,040 Ixtapan de la Sal,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,86.672,2897.134,231.406
2014,15 México,040 Ixtapan de la Sal,81 Otros servicios excepto actividades gubernamentales,9.906,688.684,23.536
2014,15 México,041 Ixtapan del Oro,31 - 33 industrias manufactureras,0.69,29.592,0.331
2014,15 México,041 Ixtapan del Oro,43 Comercio al por mayor,0.759,15.598,0.065
2014,15 México,041 Ixtapan del Oro,46 Comercio al por menor,1.8,214.688,0.312
2014,15 México,041 Ixtapan del Oro,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.109,9.21,0.365
2014,15 México,041 Ixtapan del Oro,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,0.722,70.128,7.259
2014,15 México,041 Ixtapan del Oro,81 Otros servicios excepto actividades gubernamentales,0.712,17.204,0.06
2014,15 México,042 Ixtlahuaca,31 - 33 industrias manufactureras,594.22,9798.462,2070.906
2014,15 México,042 Ixtlahuaca,43 Comercio al por mayor,34.99,1064.658,50.831
2014,15 México,042 Ixtlahuaca,46 Comercio al por menor,316.673,13089.256,308.2
2014,15 México,042 Ixtlahuaca,48 - 49 transportes correos y almacenamiento,21.811,1006.128,29.557
2014,15 México,042 Ixtlahuaca,51 Información en medios masivos,0.253,17.128,0.285
2014,15 México,042 Ixtlahuaca,52 Servicios financieros y de seguros,47.732,287.934,0.913
2014,15 México,042 Ixtlahuaca,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,2.97,147.364,7.151
2014,15 México,042 Ixtlahuaca,54 Servicios profesionales científicos y técnicos,4.918,277.07,2.428
2014,15 México,042 Ixtlahuaca,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,7.817,467.834,12.326
2014,15 México,042 Ixtlahuaca,61 Servicios educativos,30.332,1942.806,43.502
2014,15 México,042 Ixtlahuaca,62 Servicios de salud y de asistencia social,14.759,586.546,16.438
2014,15 México,042 Ixtlahuaca,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,4.976,181.474,4.443
2014,15 México,042 Ixtlahuaca,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,41.753,2003.116,165.215
2014,15 México,042 Ixtlahuaca,81 Otros servicios excepto actividades gubernamentales,31.972,1983.3,39.49
2014,15 México,043 Xalatlaco,31 - 33 industrias manufactureras,33.099,940.71,32.468
2014,15 México,043 Xalatlaco,43 Comercio al por mayor,4.53,61.514,1.951
2014,15 México,043 Xalatlaco,46 Comercio al por menor,47.412,1868.522,62.399
2014,15 México,043 Xalatlaco,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.155,5.424,1.473
2014,15 México,043 Xalatlaco,54 Servicios profesionales científicos y técnicos,2.162,22.4,1.845
2014,15 México,043 Xalatlaco,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,2.473,87.752,2.844
2014,15 México,043 Xalatlaco,62 Servicios de salud y de asistencia social,1.594,112.4,3.665
2014,15 México,043 Xalatlaco,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,1.587,50.164,6.982
2014,15 México,043 Xalatlaco,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,15.033,418.61,11.81
2014,15 México,043 Xalatlaco,81 Otros servicios excepto actividades gubernamentales,4.997,269.05,8.159
2014,15 México,044 Jaltenco,31 - 33 industrias manufactureras,25.987,702.488,8.016
2014,15 México,044 Jaltenco,43 Comercio al por mayor,0.139,19.896,0.075
2014,15 México,044 Jaltenco,46 Comercio al por menor,35.393,1852.236,14.696
2014,15 México,044 Jaltenco,51 Información en medios masivos,1.022,17.568,0.116
2014,15 México,044 Jaltenco,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.437,47.28,3.652
2014,15 México,044 Jaltenco,54 Servicios profesionales científicos y técnicos,0.353,17.344,0.345
2014,15 México,044 Jaltenco,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.538,97.368,1.464
2014,15 México,044 Jaltenco,61 Servicios educativos,0.802,25.68,2.009
2014,15 México,044 Jaltenco,62 Servicios de salud y de asistencia social,1.577,78.636,1.596
2014,15 México,044 Jaltenco,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.172,20.4,0.094
2014,15 México,044 Jaltenco,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,4.861,227.282,1.043
2014,15 México,044 Jaltenco,81 Otros servicios excepto actividades gubernamentales,11.734,519.798,4.631
2014,15 México,045 Jilotepec,31 - 33 industrias manufactureras,844.304,16931.454,1278.349
2014,15 México,045 Jilotepec,43 Comercio al por mayor,28.463,828.536,405.964
2014,15 México,045 Jilotepec,46 Comercio al por menor,201.361,6104.482,146.589
2014,15 México,045 Jilotepec,48 - 49 transportes correos y almacenamiento,27.274,645.68,121.132
2014,15 México,045 Jilotepec,51 Información en medios masivos,1.35,13.512,0.132
2014,15 México,045 Jilotepec,52 Servicios financieros y de seguros,8.068,117.392,4.308
2014,15 México,045 Jilotepec,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.993,66.84,13.332
2014,15 México,045 Jilotepec,54 Servicios profesionales científicos y técnicos,4.339,223.924,5.259
2014,15 México,045 Jilotepec,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,5.002,841.68,3.979
2014,15 México,045 Jilotepec,61 Servicios educativos,11.89,234.68,3.782
2014,15 México,045 Jilotepec,62 Servicios de salud y de asistencia social,9.258,339.164,22.274
2014,15 México,045 Jilotepec,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.34,24.018,9.397
2014,15 México,045 Jilotepec,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,20.837,1021.82,22.229
2014,15 México,045 Jilotepec,81 Otros servicios excepto actividades gubernamentales,16.935,1145.118,24.05
2014,15 México,046 Jilotzingo,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),0.364,0,1.071
2014,15 México,046 Jilotzingo,22 Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final,4.154,52,1.962
2014,15 México,046 Jilotzingo,31 - 33 industrias manufactureras,7.194,163.186,3.445
2014,15 México,046 Jilotzingo,43 Comercio al por mayor,12.539,116.808,11.211
2014,15 México,046 Jilotzingo,46 Comercio al por menor,14.639,745.92,16.177
2014,15 México,046 Jilotzingo,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.468,20.472,0.414
2014,15 México,046 Jilotzingo,61 Servicios educativos,10.15,124.944,10.36
2014,15 México,046 Jilotzingo,62 Servicios de salud y de asistencia social,0.547,15.744,0.531
2014,15 México,046 Jilotzingo,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.11,9.88,0.201
2014,15 México,046 Jilotzingo,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1.728,127.588,3.962
2014,15 México,046 Jilotzingo,81 Otros servicios excepto actividades gubernamentales,1.413,89.018,1.429
2014,15 México,047 Jiquipilco,31 - 33 industrias manufactureras,3.984,358.908,5.08
2014,15 México,047 Jiquipilco,43 Comercio al por mayor,5.111,90.984,5.057
